,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.5860278606414795,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.746723,1024.0,-936.954229,-976.955491,-896.952966,40.001262
1,2,3.162029981613159,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.740103,1024.0,-794.65188,-813.530149,-775.77361,18.878269
2,3,4.758715867996216,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.751066,1024.0,-1000.856259,-1012.497391,-989.215126,11.641132
3,4,6.274346828460693,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.712155,1024.0,-852.661746,-899.665114,-805.658379,47.003368
4,5,7.827035903930664,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.729492,1024.0,-852.563558,-888.456286,-816.67083,35.892728
0,6,9.35404109954834,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.713203,1024.0,-811.225102,-827.379245,-795.070958,16.154144
1,7,10.892565965652466,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.722841,1024.0,-714.689379,-723.167221,-706.211537,8.477842
2,8,12.410068988800049,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.712808,1024.0,-708.408278,-718.484727,-698.331829,10.076449
3,9,13.92170786857605,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.709366,1024.0,-698.019716,-708.545399,-687.494033,10.525683
4,10,15.465563774108887,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.724138,1024.0,-636.305643,-642.450119,-630.161166,6.144476
0,11,16.990320682525635,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.715558,1024.0,-610.039419,-673.427496,-546.651341,63.388078
1,12,18.53223705291748,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.724227,1024.0,-611.566838,-651.365857,-571.767819,39.799019
2,13,20.020290851593018,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.698501,1024.0,-595.46411,-596.93263,-593.995591,1.46852
3,14,21.577833890914917,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.731829,1024.0,-592.040007,-622.803327,-561.276687,30.76332
4,15,23.061949729919434,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.693967,1024.0,-636.556024,-641.504462,-631.607587,4.948437
0,16,24.604630947113037,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.723117,1024.0,-598.474087,-603.11143,-593.836744,4.637343
1,17,26.131186723709106,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.716256,1024.0,-614.15262,-636.107875,-592.197365,21.955255
2,18,27.67671275138855,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.726777,1024.0,-620.699151,-664.797885,-576.600417,44.098734
3,19,29.216921091079712,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.721399,1024.0,-601.792366,-610.910183,-592.674548,9.117818
4,20,30.75303888320923,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.723145,1024.0,-574.069342,-613.91174,-534.226945,39.842397
0,21,32.279074907302856,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.714278,1024.0,-599.43478,-608.607008,-590.262553,9.172228
1,22,33.77764701843262,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.701797,1024.0,-556.287999,-584.318817,-528.25718,28.030819
2,23,35.393043756484985,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.761789,1024.0,-568.13235,-585.138135,-551.126565,17.005785
