,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.000767,1.0,2048,-0.787656,-0.787695,-0.787618,1.1e-05,1,30.143182039260864
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.00079,1.0,2048,-0.787656,-0.787696,-0.787619,1.1e-05,2,61.12967586517334
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.00071,1.0,2048,-0.787656,-0.787692,-0.787613,1.1e-05,3,90.26781797409058
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000715,1.0,2048,-0.787655,-0.787693,-0.78762,1.1e-05,4,119.48649096488953
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.000711,1.0,2048,-0.787655,-0.787688,-0.787612,1.1e-05,5,148.83381915092468
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.000711,1.0,2048,-0.787654,-0.787689,-0.787617,1.1e-05,6,178.06483912467957
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.000713,1.0,2048,-0.787653,-0.787687,-0.787616,1.1e-05,7,207.3370201587677
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.000713,1.0,2048,-0.787652,-0.78769,-0.787615,1.1e-05,8,236.53606009483337
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000712,1.0,2048,-0.78765,-0.787683,-0.787613,1.1e-05,9,265.66501021385193
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000721,1.0,2048,-0.787648,-0.787682,-0.787606,1.1e-05,10,295.0018939971924
