,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.1055617332458496,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.508344,1024.0,-935.093336,-974.87528,-895.311393,39.781943
1,2,2.1388628482818604,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.471898,1024.0,-791.117351,-809.617523,-772.617179,18.500172
2,3,3.1654717922210693,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.467624,1024.0,-987.156765,-997.569073,-976.744457,10.412308
3,4,4.232276916503906,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.489545,1024.0,-838.794078,-882.950923,-794.637233,44.156845
4,5,5.2997918128967285,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.487504,1024.0,-833.814723,-866.633009,-800.996436,32.818286
0,6,6.36234188079834,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.483734,1024.0,-788.31524,-801.528228,-775.102252,13.212988
1,7,7.347641706466675,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.451512,1024.0,-691.065342,-698.232403,-683.898281,7.167061
2,8,8.325617790222168,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.444667,1024.0,-683.137086,-693.545172,-672.729001,10.408085
3,9,9.353883743286133,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.46877,1024.0,-668.311858,-677.571603,-659.052112,9.259746
4,10,10.34713077545166,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.453957,1024.0,-608.419633,-616.217511,-600.621754,7.797878
0,11,11.466368913650513,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.512817,1024.0,-593.742109,-651.533665,-535.950554,57.791555
1,12,12.495492696762085,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.470613,1024.0,-596.947165,-633.881352,-560.012978,36.934187
2,13,13.479556798934937,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.447333,1024.0,-580.386668,-581.549534,-579.223801,1.162866
3,14,14.510295867919922,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.471359,1024.0,-578.070724,-607.020114,-549.121335,28.94939
4,15,15.54341197013855,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.471732,1024.0,-623.027918,-627.84863,-618.207206,4.820712
0,16,16.516644716262817,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.440983,1024.0,-586.074822,-590.350541,-581.799103,4.275719
1,17,17.556535720825195,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.474526,1024.0,-598.141454,-619.820693,-576.462216,21.679239
2,18,18.553276777267456,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.454886,1024.0,-603.21843,-644.248518,-562.188341,41.030089
3,19,19.539151668548584,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.449496,1024.0,-582.271932,-590.006826,-574.537037,7.734894
4,20,20.567338943481445,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.470813,1024.0,-556.34947,-593.23333,-519.46561,36.88386
