,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff_ppo_v2_2023-01-23,2048,0.000472,1.0,2048,-0.888887,-0.889052,-0.888725,4.8e-05,1,27.66233515739441
1,exp_name: takeoff_ppo_v2_2023-01-23,4096,0.000509,1.0,2048,-0.888885,-0.889035,-0.888703,4.9e-05,2,56.132495164871216
2,exp_name: takeoff_ppo_v2_2023-01-23,6144,0.000494,1.0,2048,-0.888885,-0.889032,-0.888747,4.6e-05,3,84.2004120349884
3,exp_name: takeoff_ppo_v2_2023-01-23,8192,0.00045,1.0,2048,-0.888885,-0.889037,-0.888719,4.8e-05,4,111.55494213104248
4,exp_name: takeoff_ppo_v2_2023-01-23,10240,0.000448,1.0,2048,-0.888883,-0.889048,-0.888703,4.8e-05,5,138.88573598861694
0,exp_name: takeoff_ppo_v2_2023-01-23,12288,0.000452,1.0,2048,-0.888879,-0.889037,-0.88871,4.7e-05,6,166.3318591117859
1,exp_name: takeoff_ppo_v2_2023-01-23,14336,0.000451,1.0,2048,-0.888875,-0.889024,-0.888695,4.8e-05,7,193.87643814086914
2,exp_name: takeoff_ppo_v2_2023-01-23,16384,0.000482,1.0,2048,-0.88887,-0.889023,-0.888703,4.7e-05,8,405.17482113838196
3,exp_name: takeoff_ppo_v2_2023-01-23,18432,0.000445,1.0,2048,-0.888863,-0.889024,-0.888719,4.8e-05,9,432.5605549812317
4,exp_name: takeoff_ppo_v2_2023-01-23,20480,0.000446,1.0,2048,-0.888858,-0.889041,-0.888708,4.9e-05,10,459.9345910549164
0,exp_name: takeoff_ppo_v2_2023-01-23,22528,0.000453,1.0,2048,-0.888846,-0.888995,-0.888659,4.7e-05,11,487.3374490737915
1,exp_name: takeoff_ppo_v2_2023-01-23,24576,0.000445,1.0,2048,-0.888841,-0.889003,-0.888681,4.8e-05,12,514.6588311195374
2,exp_name: takeoff_ppo_v2_2023-01-23,26624,0.000447,1.0,2048,-0.888832,-0.888994,-0.888655,4.8e-05,13,542.0481290817261
3,exp_name: takeoff_ppo_v2_2023-01-23,28672,0.000451,1.0,2048,-0.88882,-0.888974,-0.888653,4.8e-05,14,569.4721360206604
4,exp_name: takeoff_ppo_v2_2023-01-23,30720,0.000443,1.0,2048,-0.888809,-0.888976,-0.888651,4.8e-05,15,596.7417511940002
0,exp_name: takeoff_ppo_v2_2023-01-23,32768,0.000447,1.0,2048,-0.888798,-0.888952,-0.888634,4.9e-05,16,623.9071769714355
1,exp_name: takeoff_ppo_v2_2023-01-23,34816,0.000444,1.0,2048,-0.888785,-0.888938,-0.888612,5e-05,17,651.1667490005493
2,exp_name: takeoff_ppo_v2_2023-01-23,36864,0.000443,1.0,2048,-0.888777,-0.888929,-0.88862,4.8e-05,18,678.451681137085
3,exp_name: takeoff_ppo_v2_2023-01-23,38912,0.000442,1.0,2048,-0.888766,-0.888952,-0.888556,5e-05,19,705.7474949359894
