,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,2048,0.00121,1.0,2048,-0.787656,-0.787799,-0.787513,8.3e-05,1,34.64811706542969
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,4096,0.001128,1.0,2048,-0.787654,-0.787798,-0.787513,8.2e-05,2,67.84772205352783
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,6144,0.001033,1.0,2048,-0.787654,-0.787797,-0.787512,8.3e-05,3,99.22183012962341
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,8192,0.00106,1.0,2048,-0.787656,-0.787797,-0.787513,8.3e-05,4,131.1065330505371
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,10240,0.001072,1.0,2048,-0.787657,-0.787798,-0.787513,8.2e-05,5,162.9677391052246
