,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff-aviary-v0_2023-01-22,2048,0.000993,1.0,2048,0.01125,0.011248,0.011252,1e-06,1,32.025837898254395
1,exp_name: takeoff-aviary-v0_2023-01-22,4096,0.000974,1.0,2048,0.01125,0.011248,0.011252,1e-06,2,63.88649773597717
2,exp_name: takeoff-aviary-v0_2023-01-22,6144,0.000961,1.0,2048,0.01125,0.011248,0.011252,1e-06,3,95.32477188110352
3,exp_name: takeoff-aviary-v0_2023-01-22,8192,0.000955,1.0,2048,0.01125,0.011248,0.011252,1e-06,4,126.73663902282715
4,exp_name: takeoff-aviary-v0_2023-01-22,10240,0.000947,1.0,2048,0.01125,0.011248,0.011252,1e-06,5,157.96330976486206
0,exp_name: takeoff-aviary-v0_2023-01-22,12288,0.000944,1.0,2048,0.01125,0.011248,0.011252,1e-06,6,189.1797969341278
1,exp_name: takeoff-aviary-v0_2023-01-22,14336,0.000968,1.0,2048,0.01125,0.011248,0.011252,1e-06,7,220.7410409450531
2,exp_name: takeoff-aviary-v0_2023-01-22,16384,0.000919,1.0,2048,0.01125,0.011248,0.011252,1e-06,8,251.95028471946716
3,exp_name: takeoff-aviary-v0_2023-01-22,18432,0.000859,1.0,2048,0.01125,0.011248,0.011252,1e-06,9,282.9754559993744
4,exp_name: takeoff-aviary-v0_2023-01-22,20480,0.000895,1.0,2048,0.01125,0.011248,0.011252,1e-06,10,314.2772078514099
0,exp_name: takeoff-aviary-v0_2023-01-22,22528,0.000901,1.0,2048,0.011251,0.011249,0.011253,1e-06,11,345.9908068180084
1,exp_name: takeoff-aviary-v0_2023-01-22,24576,0.000892,1.0,2048,0.011251,0.011249,0.011253,1e-06,12,377.3994607925415
2,exp_name: takeoff-aviary-v0_2023-01-22,26624,0.00088,1.0,2048,0.011251,0.011249,0.011253,1e-06,13,408.64559173583984
3,exp_name: takeoff-aviary-v0_2023-01-22,28672,0.000869,1.0,2048,0.011251,0.011249,0.011253,1e-06,14,439.81893587112427
4,exp_name: takeoff-aviary-v0_2023-01-22,30720,0.000879,1.0,2048,0.011251,0.011249,0.011253,1e-06,15,471.0852460861206
0,exp_name: takeoff-aviary-v0_2023-01-22,32768,0.000897,1.0,2048,0.011251,0.011249,0.011253,1e-06,16,502.58971977233887
1,exp_name: takeoff-aviary-v0_2023-01-22,34816,0.000873,1.0,2048,0.011251,0.011249,0.011254,1e-06,17,533.5162909030914
2,exp_name: takeoff-aviary-v0_2023-01-22,36864,0.000875,1.0,2048,0.011251,0.011249,0.011253,1e-06,18,564.4708218574524
3,exp_name: takeoff-aviary-v0_2023-01-22,38912,0.000897,1.0,2048,0.011252,0.011249,0.011254,1e-06,19,595.6973178386688
4,exp_name: takeoff-aviary-v0_2023-01-22,40960,0.000892,1.0,2048,0.011252,0.01125,0.011254,1e-06,20,626.9129538536072
0,exp_name: takeoff-aviary-v0_2023-01-22,43008,0.00097,1.0,2048,0.011252,0.01125,0.011254,1e-06,21,659.1228029727936
1,exp_name: takeoff-aviary-v0_2023-01-22,45056,0.000876,1.0,2048,0.011252,0.01125,0.011255,1e-06,22,690.1429047584534
2,exp_name: takeoff-aviary-v0_2023-01-22,47104,0.000885,1.0,2048,0.011252,0.01125,0.011255,1e-06,23,721.1178760528564
3,exp_name: takeoff-aviary-v0_2023-01-22,49152,0.000887,1.0,2048,0.011252,0.01125,0.011255,1e-06,24,752.2494559288025
4,exp_name: takeoff-aviary-v0_2023-01-22,51200,0.000912,1.0,2048,0.011253,0.01125,0.011254,1e-06,25,783.5159797668457
