,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.000582,1.0,2048,-0.787656,-0.787695,-0.787618,1.1e-05,1,29.351858854293823
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.00059,1.0,2048,-0.787656,-0.787696,-0.787619,1.1e-05,2,58.73468899726868
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.000587,1.0,2048,-0.787656,-0.787692,-0.787613,1.1e-05,3,88.25908303260803
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000605,1.0,2048,-0.787655,-0.787693,-0.78762,1.1e-05,4,118.46597981452942
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.000624,1.0,2048,-0.787655,-0.787688,-0.787612,1.1e-05,5,149.0134198665619
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.000574,1.0,2048,-0.787654,-0.787689,-0.787617,1.1e-05,6,178.32221174240112
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.000534,1.0,2048,-0.787653,-0.787687,-0.787615,1.1e-05,7,206.86769104003906
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.000554,1.0,2048,-0.787651,-0.78769,-0.787615,1.1e-05,8,235.95780396461487
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000593,1.0,2048,-0.78765,-0.787683,-0.787612,1.1e-05,9,265.67392683029175
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000579,1.0,2048,-0.787648,-0.787681,-0.787606,1.1e-05,10,295.3232979774475
0,exp_name: hover_ppo_v2_2023-01-24,22528,0.00059,1.0,2048,-0.787646,-0.787677,-0.78761,1.1e-05,11,325.1284830570221
1,exp_name: hover_ppo_v2_2023-01-24,24576,0.000549,1.0,2048,-0.787643,-0.787673,-0.787608,1.1e-05,12,354.1263699531555
2,exp_name: hover_ppo_v2_2023-01-24,26624,0.000566,1.0,2048,-0.787641,-0.787682,-0.787602,1.1e-05,13,383.4572470188141
3,exp_name: hover_ppo_v2_2023-01-24,28672,0.000527,1.0,2048,-0.787639,-0.787669,-0.787596,1.1e-05,14,411.9916179180145
4,exp_name: hover_ppo_v2_2023-01-24,30720,0.000576,1.0,2048,-0.787636,-0.78767,-0.787595,1.1e-05,15,441.6078016757965
0,exp_name: hover_ppo_v2_2023-01-24,32768,0.000602,1.0,2048,-0.787633,-0.787671,-0.787586,1.1e-05,16,471.5858061313629
1,exp_name: hover_ppo_v2_2023-01-24,34816,0.000589,1.0,2048,-0.787631,-0.787668,-0.787594,1.1e-05,17,501.14386081695557
2,exp_name: hover_ppo_v2_2023-01-24,36864,0.000607,1.0,2048,-0.787629,-0.787668,-0.787582,1.1e-05,18,531.1987776756287
