,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff-aviary-v0_2023-01-22,2048,0.000557,1.0,2048,0.01125,0.011248,0.011252,1e-06,1,29.17600107192993
1,exp_name: takeoff-aviary-v0_2023-01-22,4096,0.000486,1.0,2048,0.01125,0.011248,0.011252,1e-06,2,56.86718416213989
2,exp_name: takeoff-aviary-v0_2023-01-22,6144,0.000505,1.0,2048,0.01125,0.011248,0.011252,1e-06,3,85.02310013771057
3,exp_name: takeoff-aviary-v0_2023-01-22,8192,0.00051,1.0,2048,0.01125,0.011248,0.011252,1e-06,4,113.18450403213501
4,exp_name: takeoff-aviary-v0_2023-01-22,10240,0.000549,1.0,2048,0.01125,0.011248,0.011252,1e-06,5,142.3919882774353
0,exp_name: takeoff-aviary-v0_2023-01-22,12288,0.000521,1.0,2048,0.01125,0.011248,0.011252,1e-06,6,170.84769701957703
1,exp_name: takeoff-aviary-v0_2023-01-22,14336,0.000501,1.0,2048,0.01125,0.011248,0.011252,1e-06,7,199.21066117286682
2,exp_name: takeoff-aviary-v0_2023-01-22,16384,0.000516,1.0,2048,0.01125,0.011248,0.011252,1e-06,8,227.827082157135
3,exp_name: takeoff-aviary-v0_2023-01-22,18432,0.000543,1.0,2048,0.01125,0.011248,0.011252,1e-06,9,256.71585512161255
4,exp_name: takeoff-aviary-v0_2023-01-22,20480,0.000477,1.0,2048,0.01125,0.011248,0.011252,1e-06,10,284.3029029369354
0,exp_name: takeoff-aviary-v0_2023-01-22,22528,0.000462,1.0,2048,0.011251,0.011249,0.011253,1e-06,11,311.55878019332886
1,exp_name: takeoff-aviary-v0_2023-01-22,24576,0.000507,1.0,2048,0.011251,0.011249,0.011253,1e-06,12,339.57865810394287
2,exp_name: takeoff-aviary-v0_2023-01-22,26624,0.000495,1.0,2048,0.011251,0.011249,0.011253,1e-06,13,367.59345507621765
3,exp_name: takeoff-aviary-v0_2023-01-22,28672,0.000479,1.0,2048,0.011251,0.011249,0.011253,1e-06,14,395.2896640300751
4,exp_name: takeoff-aviary-v0_2023-01-22,30720,0.000547,1.0,2048,0.011251,0.011249,0.011253,1e-06,15,424.03403902053833
0,exp_name: takeoff-aviary-v0_2023-01-22,32768,0.000561,1.0,2048,0.011251,0.011249,0.011253,1e-06,16,453.26703095436096
1,exp_name: takeoff-aviary-v0_2023-01-22,34816,0.000565,1.0,2048,0.011251,0.011249,0.011254,1e-06,17,482.4419460296631
2,exp_name: takeoff-aviary-v0_2023-01-22,36864,0.000506,1.0,2048,0.011251,0.011249,0.011253,1e-06,18,510.5414822101593
3,exp_name: takeoff-aviary-v0_2023-01-22,38912,0.00049,1.0,2048,0.011252,0.011249,0.011254,1e-06,19,538.2940940856934
