,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.0605099201202393,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,2048,0.475135,1024.0,-811.722667,-819.947807,-803.497527,8.22514
1,2,2.1248738765716553,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,4096,0.477145,1024.0,-774.70951,-779.707618,-769.711403,4.998107
2,3,3.2166268825531006,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,6144,0.486024,1024.0,-816.893648,-818.094297,-815.692999,1.200649
3,4,4.29742169380188,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,8192,0.486144,1024.0,-781.41546,-793.698011,-769.132908,12.282552
4,5,5.312111854553223,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,10240,0.452312,1024.0,-784.033191,-793.1281,-774.938282,9.094909
0,6,6.3762898445129395,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,12288,0.472647,1024.0,-767.030289,-773.408762,-760.651816,6.378473
1,7,7.389878749847412,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,14336,0.450846,1024.0,-726.360034,-727.74067,-724.979399,1.380635
2,8,8.404285907745361,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,16384,0.450788,1024.0,-713.151022,-719.869856,-706.432187,6.718834
3,9,9.46071195602417,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,18432,0.471404,1024.0,-703.195137,-705.682685,-700.707588,2.487548
4,10,10.475219964981079,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,20480,0.451458,1024.0,-678.787223,-682.942318,-674.632127,4.155096
0,11,11.51806378364563,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,22528,0.46262,1024.0,-671.432026,-699.619429,-643.244623,28.187403
1,12,12.553086996078491,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,24576,0.463024,1024.0,-666.60285,-683.434472,-649.771227,16.831622
2,13,13.568027973175049,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,26624,0.452074,1024.0,-674.754658,-677.655148,-671.854168,2.90049
3,14,14.623073816299438,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,28672,0.470994,1024.0,-700.959391,-718.109238,-683.809544,17.149847
4,15,15.641578912734985,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,30720,0.454773,1024.0,-739.571163,-744.681223,-734.461102,5.11006
0,16,16.675888776779175,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,32768,0.459999,1024.0,-729.037271,-734.475278,-723.599264,5.438007
1,17,17.724750757217407,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,34816,0.470225,1024.0,-765.588842,-767.818296,-763.359389,2.229453
2,18,18.73309588432312,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,36864,0.448682,1024.0,-771.00102,-796.816751,-745.18529,25.815731
3,19,19.76832389831543,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,38912,0.4599,1024.0,-776.679308,-777.629519,-775.729097,0.950211
4,20,20.805431842803955,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,40960,0.463317,1024.0,-769.746875,-774.473522,-765.020229,4.726646
0,21,21.815139770507812,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,43008,0.44855,1024.0,-824.757807,-828.114913,-821.400702,3.357106
1,22,22.882418870925903,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,45056,0.47776,1024.0,-815.848018,-823.723389,-807.972646,7.875371
2,23,23.894301891326904,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,47104,0.449455,1024.0,-849.157267,-852.835475,-845.479058,3.678208
3,24,24.904841899871826,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,49152,0.448328,1024.0,-876.647439,-929.105628,-824.189249,52.458189
4,25,25.95478391647339,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,51200,0.467942,1024.0,-914.892554,-931.98805,-897.797058,17.095496
0,26,26.9672908782959,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,53248,0.448235,1024.0,-937.003625,-943.736863,-930.270387,6.733238
1,27,28.008612871170044,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,55296,0.461826,1024.0,-1024.628238,-1081.288845,-967.967632,56.660606
2,28,29.020047903060913,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,57344,0.450453,1024.0,-1104.021198,-1114.312313,-1093.730083,10.291115
3,29,30.022217988967896,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,59392,0.444205,1024.0,-1107.494843,-1145.473163,-1069.516523,37.97832
4,30,31.092495918273926,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,61440,0.47774,1024.0,-1224.234688,-1243.668259,-1204.801117,19.433571
0,31,32.14976382255554,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,63488,0.471794,1024.0,-1248.621946,-1266.417934,-1230.825958,17.795988
1,32,33.19724798202515,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,65536,0.466874,1024.0,-1390.550622,-1427.794988,-1353.306257,37.244365
2,33,34.31184387207031,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,67584,0.499835,1024.0,-1443.159152,-1446.312661,-1440.005642,3.15351
3,34,35.359346866607666,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,69632,0.469524,1024.0,-1551.702886,-1628.068781,-1475.33699,76.365896
4,35,36.43955993652344,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,71680,0.482851,1024.0,-1660.76144,-1690.157553,-1631.365327,29.396113
0,36,37.47542095184326,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,73728,0.460859,1024.0,-1821.745917,-1831.192643,-1812.299191,9.446726
1,37,38.508200883865356,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,75776,0.459879,1024.0,-2084.15775,-2135.609777,-2032.705724,51.452027
2,38,39.56544089317322,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,77824,0.472445,1024.0,-2195.977551,-2242.468731,-2149.48637,46.49118
3,39,40.59532594680786,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,79872,0.458197,1024.0,-2349.314667,-2369.975463,-2328.653871,20.660796
4,40,41.64861178398132,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,81920,0.470603,1024.0,-2519.467445,-2590.96414,-2447.97075,71.496695
0,41,42.816672801971436,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,83968,0.52609,1024.0,-2702.783836,-2764.053134,-2641.514538,61.269298
1,42,43.86884570121765,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,86016,0.468439,1024.0,-2747.319846,-2777.240357,-2717.399335,29.920511
2,43,44.94170379638672,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,88064,0.478565,1024.0,-2777.417896,-2823.811562,-2731.024231,46.393665
3,44,45.99413585662842,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,90112,0.470411,1024.0,-2842.521912,-2874.278132,-2810.765692,31.75622
4,45,47.033684968948364,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,92160,0.462256,1024.0,-2896.977916,-2899.383475,-2894.572357,2.405559
0,46,48.04557967185974,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,94208,0.45073,1024.0,-2919.70626,-2933.435153,-2905.977367,13.728893
1,47,49.05266284942627,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,96256,0.448089,1024.0,-2934.913426,-2964.776523,-2905.050328,29.863097
2,48,50.143478870391846,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,98304,0.488765,1024.0,-2950.910873,-2951.42033,-2950.401416,0.509457
3,49,51.223973751068115,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,100352,0.482843,1024.0,-2920.00564,-2944.801536,-2895.209743,24.795897
4,50,52.2819299697876,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,102400,0.472413,1024.0,-2876.431144,-2932.991215,-2819.871073,56.560071
0,51,53.40457081794739,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,104448,0.499033,1024.0,-2824.56464,-2837.493955,-2811.635326,12.929315
1,52,54.42996001243591,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,106496,0.457036,1024.0,-2827.114261,-2856.573863,-2797.654658,29.459603
2,53,55.48179793357849,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,108544,0.469391,1024.0,-2866.126495,-2963.154082,-2769.098907,97.027588
3,54,56.47199892997742,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,110592,0.441782,1024.0,-2835.873909,-2865.715644,-2806.032175,29.841735
4,55,57.468204736709595,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,112640,0.443112,1024.0,-2728.745589,-2784.885351,-2672.605827,56.139762
0,56,58.546623945236206,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,114688,0.481444,1024.0,-2635.211361,-2652.52307,-2617.899652,17.311709
1,57,59.542953968048096,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,116736,0.441925,1024.0,-2556.740855,-2591.982029,-2521.499681,35.241174
2,58,60.5691978931427,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,118784,0.455432,1024.0,-2511.755419,-2517.005894,-2506.504944,5.250475
3,59,61.688721895217896,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,120832,0.501698,1024.0,-2490.245414,-2577.02334,-2403.467487,86.777926
4,60,62.7001748085022,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,122880,0.449795,1024.0,-2456.089099,-2463.552944,-2448.625254,7.463845
0,61,63.763330698013306,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,124928,0.474592,1024.0,-2453.925172,-2467.787908,-2440.062436,13.862736
1,62,64.75897192955017,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,126976,0.442724,1024.0,-2471.759346,-2480.783387,-2462.735305,9.024041
2,63,65.76535987854004,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,129024,0.446142,1024.0,-2427.62128,-2433.570541,-2421.672019,5.949261
3,64,66.79815077781677,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,131072,0.462159,1024.0,-2472.373905,-2511.778434,-2432.969375,39.404529
4,65,67.80001592636108,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,133120,0.445051,1024.0,-2427.194891,-2432.294776,-2422.095006,5.099885
0,66,68.84862279891968,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,135168,0.463617,1024.0,-2380.936956,-2394.248007,-2367.625906,13.311051
1,67,69.85917496681213,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,137216,0.450167,1024.0,-2420.397844,-2449.765711,-2391.029977,29.367867
2,68,70.85340189933777,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,139264,0.442723,1024.0,-2409.60828,-2450.863691,-2368.352868,41.255412
3,69,71.90550565719604,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,141312,0.470589,1024.0,-2396.233812,-2410.320451,-2382.147172,14.08664
4,70,72.91742372512817,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,143360,0.450548,1024.0,-2463.024425,-2464.911954,-2461.136896,1.887529
0,71,73.94933772087097,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,145408,0.455395,1024.0,-2595.501191,-2657.237683,-2533.764698,61.736493
1,72,74.99003195762634,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,147456,0.463726,1024.0,-2719.956606,-2800.091082,-2639.82213,80.134476
2,73,75.99016666412354,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,149504,0.444443,1024.0,-2776.767085,-2778.140945,-2775.393224,1.373861
3,74,77.03079581260681,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,151552,0.462542,1024.0,-2941.106837,-2968.207372,-2914.006302,27.100535
4,75,78.04355883598328,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,153600,0.451719,1024.0,-2707.534957,-2865.590535,-2549.479379,158.055578
0,76,79.06182503700256,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,155648,0.452555,1024.0,-2970.665048,-2986.542148,-2954.787949,15.877099
1,77,80.11841368675232,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,157696,0.472738,1024.0,-2787.825092,-3075.577902,-2500.072283,287.752809
2,78,81.12239074707031,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,159744,0.447979,1024.0,-3054.186122,-3160.947103,-2947.42514,106.760982
3,79,82.1348237991333,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,161792,0.44881,1024.0,-3754.016645,-3874.725865,-3633.307424,120.70922
4,80,83.1769187450409,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,163840,0.465477,1024.0,-3161.341404,-3791.540558,-2531.14225,630.199154
0,81,84.18836092948914,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,165888,0.449003,1024.0,-3050.800926,-3078.75281,-3022.849042,27.951884
1,82,85.24152779579163,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,167936,0.468254,1024.0,-3033.731172,-3099.954952,-2967.507392,66.22378
2,83,86.27111387252808,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,169984,0.460304,1024.0,-3074.58911,-3510.156197,-2639.022023,435.567087
3,84,87.2761778831482,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,172032,0.448547,1024.0,-3017.092025,-3263.93841,-2770.24564,246.846385
4,85,88.34274792671204,2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-26,174080,0.475735,1024.0,-3265.221143,-3323.166113,-3207.276172,57.944971
